"","Espece","Age","Aile","Masse","Annee"
"8743","DUSA","AHY",111,53,9
"8744","DUSA","AHY",116,53.1,9
"8745","DUSA","AHY",112,62.8,9
"8746","JABO","AHY",103,59.4,9
"8747","JABO","AHY",112,53.4,9
"8748","JABO","HY",114,59.2,9
"8749","JABO","AHY",116,64.6,9
"8750","JABO","AHY",113,57.8,9
"8751","JABO","AHY",112,60.6,9
"8752","JABO","AHY",112,52.6,9
"8753","JABO","AHY",112,51.8,9
"8754","JABO","AHY",117,57,9
"8755","JABO","AHY",113,58.8,9
"8756","JABO","AHY",111,56.3,9
"8757","JABO","AHY",116,69.3,9
"8758","JABO","HY",107,45.9,9
"8759","JABO","AHY",117,62.1,9
"8760","JABO","HY",114,62.6,9
"8761","JABO","AHY",108,56.9,9
"8762","JABO","HY",112,57.1,9
"8763","JABO","AHY",115,60.3,9
"8764","JABO","HY",120,58.7,9
"8765","DUSA","AHY",113,54.7,9
"8766","JABO","HY",111,49.8,9
"8767","JABO","HY",114,62,9
"8768","JABO","AHY",112,61,9
"8769","DUSA","HY",115,55,9
"8770","JABO","AHY",108,51.6,9
"8771","DUSA","HY",113,60.9,9
"8772","DUSA","HY",105,59.8,9
"8773","JABO","HY",116,42.9,9
"8774","JABO","HY",110,52.2,9
"8775","JABO","AHY",112,47.6,9
"8776","JABO","AHY",109,57.9,9
"8777","JABO","AHY",111,53.6,9
"8778","JABO","AHY",110,52,9
"8779","DUSA","AHY",120,54.4,9
"8780","DUSA","AHY",117,67.6,9
"8781","DUSA","HY",112,55.2,9
"8782","DUSA","HY",110,63.4,9
"8783","DUSA","AHY",112,59.3,9
"8784","DUSA","HY",113,64.9,9
"8785","JABO","AHY",112,63.6,9
"8786","DUSA","AHY",115,65,9
"8787","DUSA","HY",118,59.3,9
"8788","DUSA","AHY",114,65.3,9
"8789","DUSA","AHY",115,61,9
"8790","DUSA","AHY",115,56.2,9
"8791","DUSA","HY",111,56.6,9
"8792","DUSA","AHY",112,60.3,9
"8793","DUSA","HY",110,68.9,9
"8794","DUSA","AHY",116,67.9,9
"8795","DUSA","AHY",119,56.7,9
"8796","DUSA","AHY",115,66.3,9
"8797","DUSA","AHY",118,68.1,9
"8798","DUSA","HY",110,56.8,9
"8799","DUSA","HY",111,57.3,9
"8800","DUSA","AHY",115,67.3,9
"8801","DUSA","HY",116,65.4,9
"8802","JABO","HY",113,56.7,9
"8803","JABO","HY",113,63.6,9
"8804","JABO","HY",110,57,9
"8805","JABO","AHY",112,60.9,9
"8806","JABO","AHY",120,73.6,9
"8807","JABO","HY",109,NA,9
"8808","JABO","AHY",115,60.2,9
"8809","JABO","HY",115,66.6,9
"8810","JABO","HY",110,57.7,9
"8811","JABO","AHY",109,52.4,9
"8812","JABO","AHY",112,54.9,9
"8813","JABO","HY",112,60.1,9
"8814","JABO","HY",110,46.1,9
"8815","JABO","HY",106,43.1,9
"8816","JABO","AHY",112,60.6,9
"8817","JABO","AHY",109,53.2,9
"8818","JABO","AHY",104,48.3,9
"8819","JABO","AHY",110,58.1,9
"8820","JABO","AHY",103,51.6,9
"8821","JABO","HY",112,56.9,9
"8822","JABO","HY",120,61.6,9
"8823","JABO","HY",111,48.9,9
"8824","JABO","HY",110,57.5,9
"8825","JABO","HY",111,60,9
"8826","JABO","HY",113,49.8,9
"8827","JABO","HY",113,57.4,9
"8828","JABO","HY",109,38.9,9
"8829","DUSA","AHY",114,62.4,9
"8830","SIFL","HY",70,12.3,9
"8831","SIFL","HY",72,12.8,9
"8832","SIFL","AHY",73,13.9,9
"8833","SIFL","HY",70,12.9,9
"8834","SIFL","HY",72,13,9
"8835","SIFL","HY",71,11.9,9
"8836","SIFL","AHY",72,15.8,9
"8837","SIFL","HY",73,14.9,9
"8838","SIFL","AHY",73,13.7,9
"8839","SIFL","AHY",75,13.9,9
"8840","SIFL","HY",70,13.6,9
"8841","SIFL","HY",71,14,9
"8842","SIFL","HY",72,16,9
"8843","SIFL","AHY",73,14.2,9
"8844","SIFL","HY",72,13.8,9
"8845","SIFL","AHY",70,13.3,9
"8846","SIFL","HY",68,12.1,9
"8847","TAPI","HY",70,14.3,9
"8848","SIFL","HY",70,11.8,9
"8849","SIFL","AHY",77,13.3,9
"8850","SIFL","HY",70,11.9,9
"8851","SIFL","HY",74,14.7,9
"8852","SIFL","AHY",74,13.6,9
"8853","TAPI","HY",73,14.3,9
"8854","SIFL","HY",75,14.4,9
"8855","SIFL","HY",73,14.3,9
"8856","SIFL","HY",74,16.5,9
"8857","SIFL","HY",69,13.5,9
"8858","SIFL","HY",73,15.2,9
"8859","SIFL","HY",71,13.3,9
"8860","SIFL","HY",74,14.5,9
"8861","SIFL","HY",74,15,9
"8862","SIFL","HY",73,13.6,9
"8863","SIFL","HY",71,12.3,9
"8864","DUSA","HY",110,60.8,9
"8865","DUSA","AHY",114,63,9
"8866","DUSA","HY",113,56.2,9
"8867","DUSA","HY",114,60.6,9
"8868","DUSA","HY",110,56.7,9
"8869","DUSA","HY",117,60.6,9
"8870","DUSA","HY",116,60.9,9
"8871","DUSA","HY",115,67.2,9
"8872","DUSA","AHY",119,62.1,9
"8873","DUSA","HY",116,60.1,9
"8874","DUSA","AHY",116,54.7,9
"8875","DUSA","AHY",113,56.3,9
"8876","DUSA","HY",112,63.7,9
"8877","DUSA","AHY",116,58.2,9
"8878","JABO","AHY",112,52.7,9
"8879","JABO","HY",110,63.4,9
"8880","JABO","AHY",107,50.1,9
"8881","DUSA","AHY",109,48.6,9
"8882","DUSA","HY",116,58.4,9
"8883","DUSA","AHY",119,55,9
"8884","DUSA","HY",112,66.1,9
"8885","DUSA","AHY",112,57.3,9
"8886","DUSA","HY",115,60.5,9
"8887","DUSA","HY",116,62.2,9
"8888","DUSA","AHY",112,60.8,9
"8889","DUSA","AHY",117,58.7,9
"8890","DUSA","AHY",113,60.1,9
"8891","DUSA","HY",109,54.8,9
"8892","DUSA","HY",110,60.6,9
"8893","DUSA","HY",115,59.8,9
"8894","DUSA","HY",113,62.2,9
"8895","DUSA","HY",113,57.4,9
"8896","DUSA","AHY",113,62,9
"8897","DUSA","AHY",113,58.1,9
"8898","DUSA","AHY",111,52.2,9
"8899","DUSA","AHY",114,59.9,9
"8900","DUSA","AHY",115,66.2,9
"8901","DUSA","HY",113,54.1,9
"8902","DUSA","HY",113,55.8,9
"8903","DUSA","AHY",108,53,9
"8904","DUSA","AHY",114,66.2,9
"8905","DUSA","HY",113,57.1,9
"8906","DUSA","HY",119,61.8,9
"8907","DUSA","AHY",115,60.1,9
"8908","DUSA","HY",116,65.7,9
"8909","DUSA","HY",117,68.2,9
"8910","DUSA","AHY",NA,60.4,9
"8911","DUSA","HY",112,63.3,9
"8912","DUSA","HY",110,58.5,9
"8913","DUSA","HY",111,66.1,9
"8914","JABO","HY",114,63.1,9
"8915","JABO","HY",112,56.2,9
"8916","JABO","AHY",113,54.1,9
"8917","JABO","HY",117,53.2,9
"8918","SIFL","HY",73,12.6,9
"8919","SIFL","AHY",69,12.9,9
"8920","SIFL","HY",71,13.3,9
"8921","SIFL","HY",73,14,9
"8922","TAPI","AHY",73,14.4,9
"8923","TAPI","HY",75,13.5,9
"8924","TAPI","HY",71,14.2,9
"8925","JABO","HY",116,53.8,9
"8926","DUSA","AHY",109,58.6,9
"8927","DUSA","AHY",114,NA,9
"8928","DUSA","AHY",118,60.5,9
"8929","JABO","AHY",111,53.9,9
"8930","JABO","AHY",111,49.3,9
"8931","DUSA","AHY",113,58.3,9
"8932","DUSA","AHY",115,59.6,9
"8933","DUSA","HY",115,62.1,9
"8934","DUSA","AHY",113,53.5,9
"8935","DUSA","HY",NA,54.1,9
"8936","DUSA","AHY",115,59.1,9
"8937","DUSA","HY",112,61.2,9
"8938","DUSA","AHY",119,67.2,9
"8939","DUSA","HY",116,63.4,9
"8940","DUSA","HY",113,65.5,9
"8941","DUSA","HY",113,54.7,9
"8942","DUSA","HY",114,55.5,9
"8943","JABO","AHY",115,NA,9
"8944","JABO","AHY",111,49.6,9
"8945","DUSA","HY",108,61.3,9
"8946","DUSA","HY",115,56.9,9
"8947","DUSA","AHY",115,56.5,9
"8948","DUSA","HY",111,50.3,9
"8949","DUSA","AHY",110,56.9,9
"8950","DUSA","AHY",105,56.9,9
"8951","DUSA","HY",109,53.8,9
"8952","DUSA","HY",114,54.7,9
"8953","DUSA","AHY",114,55.1,9
"8954","DUSA","AHY",115,64,9
"8955","SIFL","AHY",72,13.9,9
"8956","SIFL","AHY",72,12.8,9
"8957","SIFL","HY",71,13.3,9
"8958","SIFL","HY",72,15.1,9
"8959","SIFL","HY",72,13.6,9
"8960","SIFL","HY",72,13.8,9
"8961","SIFL","AHY",70,13.1,9
"8962","SIFL","AHY",73,13.8,9
"8963","SIFL","HY",69,13.2,9
"8964","SIFL","AHY",71,12.2,9
"8965","SIFL","HY",74,13.7,9
"8966","SIFL","AHY",76,13.9,9
"8967","SIFL","HY",75,15,9
"8968","SIFL","HY",73,14.4,9
"8969","JABO","HY",117,54.1,9
"8970","DUSA","HY",110,57,9
"8971","DUSA","HY",110,54.9,9
"8972","DUSA","HY",116,51.1,9
"8973","DUSA","HY",114,52.1,9
"8974","TAPI","HY",70,13.8,9
"8975","SIFL","HY",77,17,9
"8976","TAPI","HY",73,13.9,9
"8977","TAPI","AHY",73,13.4,9
"8978","SIFL","HY",70,13.2,9
"8979","SIFL","AHY",80,16.4,9
"8980","SIFL","HY",78,15.8,9
"8981","SIFL","AHY",74,13.5,9
"8982","SIFL","HY",71,12.6,9
"8983","TAPI","HY",69,NA,9
"8984","TAPI","HY",70,12.5,9
"8985","SIFL","HY",73,12.3,9
"8986","SIFL","AHY",72,12.4,9
"8987","SIFL","HY",71,13,9
"8988","SIFL","HY",69,13.5,9
"8989","SIFL","AHY",69,12.7,9
"8990","SIFL","AHY",69,13.4,9
"8991","SIFL","AHY",71,14.4,9
"8992","SIFL","HY",72,14.8,9
"8993","SIFL","HY",70,14.1,9
"8994","SIFL","AHY",72,12.8,9
"8995","SIFL","AHY",71,12.9,9
"8996","SIFL","HY",76,13,9
"8997","SIFL","AHY",71,13.5,9
"8998","SIFL","HY",74,16.1,9
"8999","SIFL","HY",70,11.7,9
"9000","SIFL","HY",74,14,9
"9001","SIFL","HY",75,15.2,9
"9002","SIFL","HY",79,12.6,9
"9003","SIFL","AHY",72,13.2,9
"9004","SIFL","HY",70,12.2,9
"9005","SIFL","HY",73,15,9
"9006","SIFL","AHY",75,12.8,9
"9007","SIFL","AHY",72,12.5,9
"9008","SIFL","HY",68,12.6,9
"9009","SIFL","AHY",74,13.8,9
"9010","SIFL","AHY",72,15.4,9
"9011","SIFL","AHY",80,18.1,9
"9012","SIFL","HY",72,13,9
"9013","SIFL","AHY",70,13.1,9
"9014","SIFL","HY",71,13.3,9
"9015","SIFL","AHY",74,13.7,9
"9016","SIFL","AHY",73,14.2,9
"9017","SIFL","HY",72,13.8,9
"9018","SIFL","HY",71,13.4,9
"9019","SIFL","HY",69,11.6,9
"9020","SIFL","HY",70,12.1,9
"9021","SIFL","HY",71,12.4,9
"9022","SIFL","HY",71,13.2,9
"9023","SIFL","HY",69,13.1,9
"9024","SIFL","AHY",72,13.2,9
"9025","SIFL","HY",74,NA,9
"9026","SIFL","AHY",72,13.1,9
"9027","SIFL","HY",71,12.6,9
"9028","SIFL","HY",73,14.4,9
"9029","SIFL","HY",72,14.7,9
"9030","TAPI","HY",70,13.4,9
"9031","SIFL","HY",70,11.7,9
"9032","SIFL","AHY",70,11.3,9
"9033","SIFL","HY",74,14.3,9
"9034","SIFL","HY",72,13,9
"9035","SIFL","HY",75,13.1,9
"9036","SIFL","HY",73,14.8,9
"9037","SIFL","AHY",69,12.4,9
"9038","SIFL","HY",70,13.1,9
"9039","SIFL","HY",74,12.9,9
"9040","SIFL","AHY",73,12.3,9
"9041","SIFL","HY",72,13.1,9
"9042","SIFL","AHY",72,13.1,9
"9043","SIFL","AHY",75,13.4,9
"9044","SIFL","AHY",70,12.7,9
"9045","SIFL","AHY",72,13.1,9
"9046","TAPI","HY",71,11.3,10
"9047","TAPI","HY",72,12.8,10
"9048","TAPI","AHY",72,11.4,10
"9049","TAPI","HY",68,11.4,10
"9050","TAPI","AHY",71,13.8,10
"9051","TAPI","AHY",70,12.2,10
"9052","TAPI","AHY",72,12.8,10
"9053","TAPI","HY",72,12.1,10
"9054","TAPI","AHY",66,12.5,10
"9055","TAPI","AHY",70,12.5,10
"9056","TAPI","AHY",70,11.3,10
"9057","TAPI","HY",72,11.1,10
"9058","TAPI","AHY",68,11.7,10
"9059","TAPI","HY",69,11.9,10
"9060","TAPI","AHY",72,12.8,10
"9061","TAPI","AHY",70,11.9,10
"9062","TAPI","AHY",72,12.6,10
"9063","TAPI","AHY",72,12.3,10
"9064","TAPI","HY",72,12.2,10
"9065","TAPI","HY",72,11.9,10
"9066","TAPI","AHY",72,13.4,10
"9067","TAPI","HY",68,11.3,10
"9068","TAPI","AHY",68,13.4,10
"9069","TAPI","HY",68,11.2,10
"9070","TAPI","AHY",68,12,10
"9071","TAPI","AHY",69,12.5,10
"9072","TAPI","HY",72,13,10
"9073","TAPI","AHY",71,13,10
"9074","TAPI","AHY",67,11.5,10
"9075","TAPI","AHY",70,11.5,10
"9076","TAPI","HY",73,11.6,10
"9077","TAPI","AHY",69,12.1,10
"9078","TAPI","AHY",71,13.6,10
"9079","TAPI","AHY",70,12.9,10
"9080","TAPI","HY",71,11.6,10
"9081","TAPI","HY",71,11.6,10
"9082","TAPI","HY",68,11.9,10
"9083","TAPI","AHY",71,13.3,10
"9084","TAPI","AHY",70,13.4,10
"9085","TAPI","AHY",68,10.3,10
"9086","TAPI","AHY",68,12.7,10
"9087","TAPI","AHY",70,14.6,10
"9088","TAPI","AHY",73,12,10
"9089","TAPI","HY",68,11.4,10
"9090","TAPI","AHY",69,12.4,10
"9091","TAPI","AHY",67,12.1,10
"9092","TAPI","AHY",70,12.4,10
"9093","TAPI","AHY",70,11.3,10
"9094","TAPI","HY",71,12.7,10
"9095","TAPI","HY",70,12.1,10
"9096","TAPI","AHY",70,11.7,10
"9097","TAPI","HY",73,11.7,10
"9098","TAPI","AHY",69,10.7,10
"9099","TAPI","AHY",65,12.4,10
"9100","TAPI","AHY",66,12.2,10
"9101","TAPI","AHY",71,11,10
"9102","TAPI","AHY",72,13.1,10
"9103","TAPI","HY",71,13.9,10
"9104","TAPI","HY",73,12.8,10
"9105","TAPI","HY",71,11.5,10
"9106","TAPI","AHY",70,12.3,10
"9107","TAPI","HY",66,11.1,10
"9108","TAPI","AHY",67,12.8,10
"9109","TAPI","AHY",71,11.9,10
"9110","TAPI","AHY",70,13.2,10
"9111","TAPI","HY",72,13.9,10
"9112","TAPI","AHY",72,14.2,10
"9113","TAPI","AHY",73,13.8,10
"9114","TAPI","AHY",69,12,10
"9115","TAPI","AHY",77,14.5,10
"9116","TAPI","AHY",69,13.6,10
"9117","TAPI","AHY",71,11.6,10
"9118","TAPI","AHY",69,14,10
"9119","TAPI","AHY",73,13.1,10
"9120","TAPI","HY",71,11.7,10
"9121","TAPI","HY",68,13.4,10
"9122","TAPI","HY",69,11.9,10
"9123","TAPI","AHY",70,11.6,10
"9124","TAPI","HY",68,12.1,10
"9125","TAPI","HY",71,12.7,10
"9126","TAPI","HY",70,12,10
"9127","TAPI","HY",71,12.9,10
"9128","TAPI","AHY",70,12.1,10
"9129","TAPI","HY",69,12.2,10
"9130","TAPI","HY",68,11.1,10
"9131","TAPI","AHY",71,12.3,10
"9132","TAPI","AHY",71,12.2,10
"9133","TAPI","HY",70,15.5,10
"9134","TAPI","AHY",72,12.5,10
"9135","TAPI","AHY",74,12.8,10
"9136","TAPI","HY",71,14.5,10
"9137","TAPI","AHY",72,14.6,10
"9138","TAPI","AHY",70,16.3,10
"9139","TAPI","HY",69,NA,10
"9140","TAPI","AHY",NA,13.5,10
"9141","TAPI","AHY",73,11.3,10
"9142","TAPI","HY",70,13.3,10
"9143","TAPI","AHY",71,14.2,10
"9144","TAPI","HY",70,14.8,10
"9145","TAPI","HY",70,12.8,10
"9146","TAPI","AHY",70,13.7,10
"9147","TAPI","AHY",66,13,10
"9148","TAPI","HY",69,14.3,10
"9149","TAPI","AHY",NA,14.4,10
"9150","TAPI","AHY",70,14.2,10
"9151","TAPI","HY",72,15.3,10
"9152","TAPI","AHY",72,11.8,10
"9153","TAPI","AHY",71,13.4,10
"9154","TAPI","AHY",73,12.5,10
"9155","TAPI","HY",70,14.8,10
"9156","TAPI","HY",70,14.3,10
"9157","TAPI","AHY",72,13.4,10
"9158","TAPI","HY",69,13.5,10
"9159","TAPI","AHY",69,12.6,10
"9160","TAPI","HY",73,13.3,10
"9161","TAPI","AHY",69,13.4,10
"9162","TAPI","HY",71,13.2,10
"9163","TAPI","AHY",70,12.2,10
"9164","TAPI","AHY",68,13.2,10
"9165","TAPI","HY",67,12,10
"9166","TAPI","AHY",73,14.2,10
"9167","TAPI","HY",70,11.7,10
"9168","TAPI","HY",70,12.9,10
"9169","TAPI","HY",71,12.2,10
"9170","TAPI","HY",68,12,10
"9171","TAPI","HY",70,13.8,10
"9172","TAPI","HY",71,12.7,10
"9173","TAPI","AHY",70,12.4,10
"9174","TAPI","HY",73,12.1,10
"9175","TAPI","HY",74,11.9,10
"9176","TAPI","HY",70,11.3,10
"9177","TAPI","HY",71,12,10
"9178","DUSA","HY",106,44,10
"9179","TAPI","HY",68,10.8,10
"9180","TAPI","AHY",75,12.5,10
"9181","TAPI","AHY",70,11.9,10
"9182","TAPI","AHY",70,12.5,10
"9183","TAPI","AHY",69,12,10
"9184","SIFL","HY",76,10.7,10
"9185","TAPI","AHY",71,12.4,10
"9186","TAPI","HY",73,10.9,10
"9187","TAPI","AHY",70,12.4,10
"9188","DUSA","HY",104,42.8,10
"9189","TAPI","HY",69,11.9,10
"9190","TAPI","HY",68,12,10
"9191","TAPI","AHY",71,11.1,10
"9192","TAPI","HY",67,11.9,10
"9193","TAPI","HY",70,NA,10
"9194","TAPI","AHY",69,12.8,10
"9195","TAPI","HY",69,11.7,10
"9196","TAPI","AHY",71,11.9,10
"9197","TAPI","HY",72,11.9,10
"9198","TAPI","HY",68,11.8,10
"9199","TAPI","AHY",68,10.9,10
"9200","TAPI","AHY",74,11.9,10
"9201","TAPI","AHY",71,12.9,10
"9202","TAPI","AHY",67,11.7,10
"9203","TAPI","AHY",72,12.7,10
"9204","TAPI","AHY",73,13.4,10
"9205","TAPI","HY",71,12.2,10
"9206","TAPI","AHY",71,13.3,10
"9207","TAPI","AHY",72,12,10
"9208","TAPI","AHY",71,12,10
"9209","TAPI","AHY",69,12.2,10
"9210","TAPI","AHY",71,12.3,10
"9211","TAPI","AHY",69,11.8,10
"9212","TAPI","AHY",71,12.4,10
"9213","TAPI","AHY",72,12.1,10
"9214","TAPI","AHY",69,13.5,10
"9215","TAPI","HY",72,11.9,10
"9216","TAPI","AHY",70,12.4,10
"9217","TAPI","AHY",72,13,10
"9218","TAPI","HY",70,13,10
"9219","TAPI","HY",71,NA,10
"9220","TAPI","AHY",73,12.2,10
"9221","SIFL","HY",70,10.7,10
"9222","TAPI","HY",70,13.8,10
"9223","TAPI","HY",75,12.4,10
"9224","TAPI","HY",71,12.4,10
"9225","TAPI","AHY",71,12.9,10
"9226","TAPI","AHY",72,13.2,10
"9227","TAPI","HY",70,13.6,10
"9228","TAPI","AHY",71,13,10
"9229","TAPI","AHY",69,11.9,10
"9230","TAPI","AHY",69,13.5,10
"9231","TAPI","AHY",71,12.8,10
"9232","TAPI","AHY",72,12.6,10
"9233","TAPI","AHY",70,12.4,10
"9234","TAPI","AHY",70,12.6,10
"9235","TAPI","AHY",71,13,10
"9236","TAPI","AHY",67,11.3,10
"9237","TAPI","AHY",70,12.6,10
"9238","TAPI","AHY",68,13.7,10
"9239","TAPI","AHY",68,12.7,10
"9240","TAPI","AHY",65,12.3,10
"9241","TAPI","AHY",69,11.7,10
"9242","TAPI","AHY",72,11.3,10
"9243","TAPI","HY",69,NA,10
"9244","TAPI","AHY",72,13,10
"9245","TAPI","AHY",72,13.3,10
"9246","TAPI","HY",72,11.9,10
"9247","TAPI","AHY",68,12.2,10
"9248","TAPI","AHY",72,12.5,10
"9249","TAPI","AHY",69,13.8,10
"9250","SIFL","HY",74,13.9,10
"9251","TAPI","AHY",75,12.6,10
"9252","TAPI","AHY",72,12.9,10
"9253","TAPI","HY",71,12.2,10
"9254","TAPI","AHY",70,12.5,10
"9255","TAPI","AHY",70,NA,10
"9256","TAPI","HY",71,12.5,10
"9257","TAPI","AHY",72,13.5,10
"9258","TAPI","AHY",69,12.7,10
"9259","TAPI","AHY",74,12.2,10
"9260","TAPI","AHY",73,12.5,10
"9261","TAPI","HY",71,13.3,10
"9262","TAPI","HY",72,12.8,10
"9263","TAPI","HY",69,12.1,10
"9264","TAPI","AHY",71,12.2,10
"9265","TAPI","AHY",68,10.9,10
"9266","TAPI","AHY",73,13.2,10
"9267","SIFL","HY",72,10.5,10
"9268","TAPI","AHY",71,11.4,10
"9269","TAPI","AHY",69,12.4,10
"9270","TAPI","HY",67,11.3,10
"9271","TAPI","AHY",71,13,10
"9272","TAPI","AHY",71,13.5,10
"9273","TAPI","AHY",69,11.4,10
"9274","TAPI","HY",70,11,10
"9275","TAPI","AHY",73,12.8,10
"9276","TAPI","HY",68,13.1,10
"9277","SIFL","HY",70,10.4,10
"9278","TAPI","AHY",69,11.8,10
"9279","TAPI","HY",72,13.2,10
"9280","TAPI","AHY",73,13.4,10
"9281","TAPI","AHY",69,11.7,10
"9282","TAPI","AHY",73,12.7,10
"9283","TAPI","AHY",73,14,10
"9284","TAPI","HY",72,12.7,10
"9285","TAPI","AHY",71,13.2,10
"9286","TAPI","AHY",70,11.3,10
"9287","TAPI","AHY",70,13.9,10
"9288","TAPI","HY",73,12.1,10
"9289","TAPI","AHY",69,12.4,10
"9290","TAPI","AHY",72,12.1,10
"9291","TAPI","AHY",73,12.7,10
"9292","TAPI","AHY",71,12.4,10
"9293","TAPI","AHY",69,11.6,10
"9294","TAPI","AHY",73,12.1,10
"9295","TAPI","HY",72,12.8,10
"9296","TAPI","HY",71,12.5,10
"9297","TAPI","HY",68,12.5,10
"9298","TAPI","AHY",71,12.9,10
"9299","TAPI","AHY",74,13.9,10
"9300","TAPI","AHY",68,13.3,10
"9301","TAPI","HY",69,13.1,10
"9302","TAPI","AHY",70,12,10
"9303","TAPI","HY",71,13.6,10
"9304","DUSA","AHY",112,60.1,10
"9305","DUSA","AHY",108,55.3,10
"9306","DUSA","HY",111,50.6,10
"9307","DUSA","HY",114,56.1,10
"9308","DUSA","HY",113,60.4,10
"9309","DUSA","AHY",111,56.8,10
"9310","DUSA","HY",115,58,10
"9311","DUSA","AHY",112,62.5,10
"9312","DUSA","AHY",117,59.1,10
"9313","DUSA","HY",114,56.2,10
"9314","DUSA","AHY",109,49.8,10
"9315","DUSA","HY",110,55.5,10
"9316","DUSA","AHY",114,59,10
"9317","DUSA","AHY",116,66.3,10
"9318","DUSA","HY",107,53.5,10
"9319","DUSA","AHY",108,54.7,10
"9320","DUSA","HY",112,56.3,10
"9321","DUSA","HY",111,57,10
"9322","DUSA","AHY",113,55.4,10
"9323","DUSA","AHY",123,66,10
"9324","DUSA","AHY",117,58.8,10
"9325","DUSA","AHY",119,60.8,10
"9326","DUSA","AHY",116,56.8,10
"9327","DUSA","HY",111,58.6,10
"9328","DUSA","HY",115,61.9,10
"9329","DUSA","HY",110,54.8,10
"9330","DUSA","AHY",109,54.8,10
"9331","DUSA","AHY",114,62.2,10
"9332","DUSA","HY",108,53.2,10
"9333","DUSA","AHY",122,64.2,10
"9334","DUSA","AHY",119,58.4,10
"9335","DUSA","AHY",109,51.7,10
"9336","DUSA","HY",110,55.4,10
"9337","DUSA","AHY",116,61.9,10
"9338","DUSA","AHY",111,53.8,10
"9339","DUSA","HY",114,60.3,10
"9340","DUSA","HY",113,54.5,10
"9341","DUSA","AHY",108,62,10
"9342","DUSA","AHY",115,66,10
"9343","DUSA","HY",110,53.3,10
"9344","DUSA","AHY",110,50.8,10
"9345","DUSA","HY",106,46.5,10
"9346","DUSA","AHY",108,49.9,10
"9347","DUSA","AHY",112,50.9,10
"9348","DUSA","HY",112,51.2,10
"9349","DUSA","HY",113,60.5,10
"9350","DUSA","HY",108,56.9,10
"9351","DUSA","AHY",114,58.6,10
"9352","DUSA","HY",111,56.7,10
"9353","DUSA","AHY",118,65.4,10
"9354","DUSA","HY",120,59.1,10
"9355","DUSA","HY",116,48.6,10
"9356","DUSA","AHY",116,57.1,10
"9357","DUSA","AHY",117,66.6,10
"9358","DUSA","HY",110,55.9,10
"9359","DUSA","AHY",112,52.4,10
"9360","DUSA","HY",114,54,10
"9361","DUSA","AHY",116,58.9,10
"9362","DUSA","HY",111,54.9,10
"9363","DUSA","AHY",113,60.6,10
"9364","DUSA","AHY",115,55.4,10
"9365","DUSA","AHY",116,60.6,10
"9366","DUSA","AHY",117,53.8,10
"9367","SIFL","HY",71,12.5,10
"9368","SIFL","AHY",71,11.8,10
"9369","SIFL","HY",73,14,10
"9370","DUSA","AHY",111,50.2,10
"9371","DUSA","AHY",110,48.2,10
"9372","DUSA","AHY",112,61,10
"9373","DUSA","AHY",119,61.7,10
"9374","DUSA","AHY",122,58.1,10
"9375","DUSA","AHY",108,51.7,10
"9376","JABO","HY",111,57.9,10
"9377","JABO","HY",112,54.7,10
"9378","DUSA","AHY",108,56.5,10
"9379","DUSA","AHY",114,52.6,10
"9380","DUSA","AHY",114,65.6,10
"9381","DUSA","HY",110,53.8,10
"9382","DUSA","HY",113,56.4,10
"9383","DUSA","HY",113,56.4,10
"9384","DUSA","AHY",115,57.6,10
"9385","DUSA","HY",110,54.1,10
"9386","DUSA","HY",113,60,10
"9387","DUSA","AHY",119,55.9,10
"9388","DUSA","AHY",110,48.7,10
"9389","DUSA","AHY",110,51,10
"9390","DUSA","AHY",113,61.7,10
"9391","DUSA","HY",109,58.8,10
"9392","DUSA","HY",110,55.5,10
"9393","DUSA","HY",112,51.6,10
"9394","DUSA","HY",111,61,10
"9395","DUSA","HY",111,57.3,10
"9396","DUSA","AHY",112,54.1,10
"9397","DUSA","AHY",121,61.1,10
"9398","DUSA","HY",114,46.9,10
"9399","DUSA","HY",114,60.1,10
"9400","DUSA","HY",110,51.6,10
"9401","DUSA","HY",110,53,10
"9402","DUSA","AHY",113,52,10
"9403","DUSA","HY",113,55.5,10
"9404","JABO","HY",110,41.6,10
"9405","JABO","HY",115,52.3,10
"9406","DUSA","AHY",114,54.3,10
"9407","DUSA","AHY",119,61.6,10
"9408","DUSA","AHY",114,56.4,10
"9409","DUSA","HY",112,58.9,10
"9410","DUSA","AHY",116,51.6,10
"9411","DUSA","AHY",112,54.2,10
"9412","DUSA","AHY",110,53.9,10
"9413","DUSA","HY",114,53.5,10
"9414","DUSA","HY",110,56.9,10
"9415","DUSA","HY",110,56,10
"9416","DUSA","HY",116,60.1,10
"9417","DUSA","HY",116,54.4,10
"9418","DUSA","HY",112,56.8,10
"9419","DUSA","AHY",115,61.4,10
"9420","DUSA","AHY",109,54,10
"9421","DUSA","AHY",116,61.3,10
"9422","DUSA","HY",117,55,10
"9423","DUSA","AHY",113,55.6,10
"9424","DUSA","HY",115,57.6,10
"9425","DUSA","HY",117,56.7,10
"9426","DUSA","AHY",116,58,10
"9427","DUSA","AHY",107,50.9,10
"9428","DUSA","AHY",108,50.4,10
"9429","DUSA","AHY",113,58.8,10
"9430","JABO","AHY",109,46.4,10
"9431","DUSA","HY",108,55.1,10
"9432","DUSA","HY",114,56.2,10
"9433","DUSA","AHY",112,57.2,10
"9434","DUSA","HY",117,54.5,10
