"","Espece","Age","Aile","Masse","Annee"
"4789","JABO","HY",109,51.5,7
"4790","JABO","HY",113,57.8,7
"4791","JABO","HY",115,58.1,7
"4792","JABO","HY",113,53.8,7
"4793","JABO","HY",118,56.4,7
"4794","JABO","HY",106,55.6,7
"4795","JABO","HY",116,56.3,7
"4796","JABO","HY",110,55.9,7
"4797","JABO","HY",115,53.3,7
"4798","JABO","HY",111,53.5,7
"4799","JABO","HY",112,54.2,7
"4800","DUSA","HY",115,57.4,7
"4801","DUSA","HY",111,52.1,7
"4802","DUSA","HY",116,54.4,7
"4803","DUSA","AHY",112,51.8,7
"4804","DUSA","HY",114,57.6,7
"4805","DUSA","HY",109,50.1,7
"4806","DUSA","HY",111,57.8,7
"4807","DUSA","HY",110,55.3,7
"4808","DUSA","HY",108,59.1,7
"4809","DUSA","HY",114,55.6,7
"4810","DUSA","AHY",114,52.7,7
"4811","DUSA","AHY",119,56.8,7
"4812","JABO","HY",113,56.6,7
"4813","DUSA","HY",112,51.1,7
"4814","DUSA","HY",110,56.1,7
"4815","JABO","HY",117,55.2,7
"4816","JABO","HY",115,53.2,7
"4817","JABO","HY",115,48.2,7
"4818","JABO","HY",111,52.3,7
"4819","JABO","HY",113,54.4,7
"4820","JABO","HY",112,56.2,7
"4821","JABO","HY",118,57.3,7
"4822","JABO","HY",113,55.8,7
"4823","JABO","AHY",112,52.8,7
"4824","JABO","HY",113,52.8,7
"4825","JABO","HY",112,51.2,7
"4826","JABO","HY",103,51.2,7
"4827","DUSA","AHY",112,54.5,7
"4828","JABO","HY",111,52.5,7
"4829","JABO","HY",117,57.6,7
"4830","JABO","HY",113,62.3,7
"4831","JABO","HY",116,58.3,7
"4832","JABO","HY",112,55.9,7
"4833","JABO","HY",118,54.2,7
"4834","JABO","HY",111,57.1,7
"4835","JABO","HY",113,52.6,7
"4836","JABO","HY",114,54.5,7
"4837","JABO","HY",116,56.2,7
"4838","JABO","HY",107,50.7,7
"4839","DUSA","HY",110,60.5,7
"4840","DUSA","HY",114,57.9,7
"4841","DUSA","AHY",117,60,7
"4842","DUSA","HY",114,54.5,7
"4843","DUSA","AHY",119,64.7,7
"4844","DUSA","AHY",116,60.4,7
"4845","DUSA","HY",111,58.6,7
"4846","DUSA","AHY",122,62.9,7
"4847","DUSA","HY",112,58.1,7
"4848","DUSA","HY",115,56.3,7
"4849","DUSA","HY",114,57.2,7
"4850","DUSA","AHY",114,58.8,7
"4851","DUSA","AHY",117,57.9,7
"4852","DUSA","HY",115,59.3,7
"4853","DUSA","AHY",117,56,7
"4854","DUSA","HY",116,60.1,7
"4855","DUSA","AHY",116,59.3,7
"4856","DUSA","AHY",115,55.9,7
"4857","DUSA","HY",111,53.5,7
"4858","DUSA","AHY",114,59,7
"4859","DUSA","HY",111,59.8,7
"4860","DUSA","AHY",115,58.7,7
"4861","DUSA","HY",109,55.9,7
"4862","DUSA","HY",107,55.1,7
"4863","DUSA","HY",113,55.9,7
"4864","DUSA","AHY",118,64.5,7
"4865","DUSA","HY",110,52.9,7
"4866","DUSA","AHY",118,56.8,7
"4867","DUSA","AHY",112,59.1,7
"4868","DUSA","AHY",116,60.5,7
"4869","DUSA","HY",114,55.2,7
"4870","DUSA","HY",112,52.6,7
"4871","DUSA","AHY",119,65.1,7
"4872","DUSA","HY",106,50.4,7
"4873","DUSA","HY",114,57.6,7
"4874","DUSA","HY",117,62,7
"4875","DUSA","HY",111,56.8,7
"4876","DUSA","HY",110,59.5,7
"4877","DUSA","AHY",113,56.6,7
"4878","DUSA","HY",106,43.8,7
"4879","DUSA","HY",111,53.6,7
"4880","DUSA","HY",110,52.5,7
"4881","DUSA","AHY",111,51.5,7
"4882","DUSA","AHY",115,66,7
"4883","DUSA","AHY",113,57.2,7
"4884","DUSA","HY",111,53.2,7
"4885","DUSA","HY",108,57.6,7
"4886","DUSA","AHY",114,60.7,7
"4887","DUSA","AHY",111,61.4,7
"4888","DUSA","HY",108,56.4,7
"4889","DUSA","HY",113,55.3,7
"4890","DUSA","HY",117,62.1,7
"4891","TAPI","AHY",72,12.8,8
"4892","TAPI","HY",70,12.9,8
"4893","TAPI","HY",68,13.3,8
"4894","TAPI","HY",69,12.8,8
"4895","TAPI","HY",73,13.8,8
"4896","TAPI","AHY",69,12.5,8
"4897","TAPI","HY",74,12,8
"4898","TAPI","HY",69,13.8,8
"4899","TAPI","HY",73,12.8,8
"4900","TAPI","HY",69,12.8,8
"4901","TAPI","HY",72,12.5,8
"4902","TAPI","HY",73,14.1,8
"4903","TAPI","AHY",73,13.1,8
"4904","TAPI","AHY",73,13.5,8
"4905","TAPI","HY",72,12.8,8
"4906","TAPI","AHY",73,13.8,8
"4907","TAPI","HY",72,12.5,8
"4908","TAPI","HY",71,14.3,8
"4909","TAPI","HY",71,12.3,8
"4910","TAPI","HY",71,14.9,8
"4911","TAPI","HY",69,13.2,8
"4912","TAPI","HY",71,12.5,8
"4913","TAPI","HY",75,13.9,8
"4914","TAPI","HY",71,11.9,8
"4915","TAPI","HY",70,12.8,8
"4916","TAPI","HY",68,11.8,8
"4917","TAPI","HY",72,13,8
"4918","TAPI","HY",71,12.4,8
"4919","TAPI","HY",71,13.6,8
"4920","TAPI","HY",69,13.1,8
"4921","TAPI","HY",73,12.8,8
"4922","TAPI","HY",73,12,8
"4923","TAPI","HY",72,12.2,8
"4924","TAPI","HY",69,11.9,8
"4925","TAPI","HY",72,13.4,8
"4926","TAPI","HY",73,13.1,8
"4927","TAPI","HY",71,13.1,8
"4928","TAPI","HY",72,12.2,8
"4929","TAPI","HY",72,NA,8
"4930","TAPI","HY",73,12.5,8
"4931","TAPI","HY",73,12.3,8
"4932","TAPI","AHY",72,13,8
"4933","TAPI","HY",73,12.4,8
"4934","TAPI","HY",69,12.2,8
"4935","TAPI","HY",74,13.4,8
"4936","TAPI","HY",72,13.1,8
"4937","TAPI","HY",74,13.3,8
"4938","TAPI","HY",73,13.1,8
"4939","TAPI","HY",74,14,8
"4940","TAPI","HY",72,12.3,8
"4941","TAPI","HY",72,12.3,8
"4942","TAPI","HY",73,13.4,8
"4943","TAPI","HY",72,12.9,8
"4944","TAPI","HY",74,13.5,8
"4945","TAPI","HY",73,12.5,8
"4946","TAPI","HY",71,11.9,8
"4947","TAPI","AHY",71,11.9,8
"4948","TAPI","HY",72,13.8,8
"4949","TAPI","HY",71,13.1,8
"4950","TAPI","HY",69,12.9,8
"4951","TAPI","HY",71,12.2,8
"4952","TAPI","HY",70,11.8,8
"4953","TAPI","HY",75,11.9,8
"4954","TAPI","HY",70,12.5,8
"4955","TAPI","HY",72,13.2,8
"4956","TAPI","HY",74,12.6,8
"4957","TAPI","HY",73,13.1,8
"4958","TAPI","HY",71,12.6,8
"4959","TAPI","HY",71,12.5,8
"4960","TAPI","HY",69,13.8,8
"4961","TAPI","HY",70,13.7,8
"4962","TAPI","HY",73,12.9,8
"4963","TAPI","HY",74,13.1,8
"4964","TAPI","HY",69,11.8,8
"4965","TAPI","HY",71,12.4,8
"4966","TAPI","HY",72,12.7,8
"4967","TAPI","HY",76,13.4,8
"4968","TAPI","HY",74,13.9,8
"4969","TAPI","HY",73,13.1,8
"4970","TAPI","HY",73,12.9,8
"4971","TAPI","HY",72,11.9,8
"4972","TAPI","HY",68,12.6,8
"4973","TAPI","HY",70,12.3,8
"4974","TAPI","HY",71,13.2,8
"4975","TAPI","HY",72,13.6,8
"4976","TAPI","HY",70,12.7,8
"4977","TAPI","HY",69,12,8
"4978","TAPI","HY",71,11.9,8
"4979","TAPI","HY",72,12,8
"4980","TAPI","HY",70,12.7,8
"4981","TAPI","HY",74,14.3,8
"4982","TAPI","HY",70,12.3,8
"4983","TAPI","HY",74,13.2,8
"4984","TAPI","HY",74,12.6,8
"4985","TAPI","HY",69,12.4,8
"4986","TAPI","HY",69,12.9,8
"4987","TAPI","AHY",70,13.1,8
"4988","TAPI","HY",73,13.3,8
"4989","TAPI","HY",70,14,8
"4990","TAPI","HY",73,13.4,8
"4991","TAPI","HY",74,12.8,8
"4992","TAPI","HY",73,13.6,8
"4993","TAPI","HY",69,12.2,8
"4994","TAPI","HY",74,12.8,8
"4995","TAPI","HY",69,12.2,8
"4996","TAPI","AHY",71,13,8
"4997","TAPI","HY",73,13.5,8
"4998","TAPI","HY",71,12.3,8
"4999","TAPI","HY",72,12.3,8
"5000","TAPI","HY",74,13.7,8
"5001","TAPI","AHY",73,13,8
"5002","TAPI","HY",71,13.5,8
"5003","TAPI","HY",73,13.6,8
"5004","TAPI","HY",75,12.8,8
"5005","TAPI","HY",73,13.3,8
"5006","TAPI","AHY",70,12.4,8
"5007","TAPI","HY",67,12.5,8
"5008","TAPI","HY",69,12.2,8
"5009","TAPI","HY",72,12.5,8
"5010","TAPI","HY",73,13.2,8
"5011","TAPI","HY",69,12.8,8
"5012","TAPI","AHY",73,13.2,8
"5013","TAPI","HY",71,11.6,8
"5014","TAPI","HY",70,14.4,8
"5015","TAPI","HY",76,13.1,8
"5016","TAPI","HY",73,14.3,8
"5017","TAPI","HY",71,12.3,8
"5018","TAPI","HY",72,12.6,8
"5019","TAPI","HY",72,12.7,8
"5020","TAPI","HY",71,13.1,8
"5021","TAPI","AHY",71,12.6,8
"5022","TAPI","HY",69,12.6,8
"5023","TAPI","HY",70,13.4,8
"5024","TAPI","HY",74,14.5,8
"5025","TAPI","HY",73,12.9,8
"5026","TAPI","HY",70,13.1,8
"5027","TAPI","HY",70,13.4,8
"5028","TAPI","HY",68,12.3,8
"5029","TAPI","HY",72,14.8,8
"5030","TAPI","HY",68,13.2,8
"5031","TAPI","HY",70,13.6,8
"5032","TAPI","AHY",76,13.1,8
"5033","TAPI","HY",70,12.6,8
"5034","TAPI","HY",70,14.1,8
"5035","TAPI","AHY",73,11.9,8
"5036","TAPI","HY",72,13,8
"5037","TAPI","HY",74,13,8
"5038","TAPI","HY",69,14.5,8
"5039","TAPI","HY",69,13.9,8
"5040","TAPI","HY",71,13.2,8
"5041","TAPI","HY",74,13.7,8
"5042","TAPI","HY",69,12.4,8
"5043","TAPI","HY",70,12.9,8
"5044","TAPI","HY",72,12.2,8
"5045","TAPI","HY",68,12.3,8
"5046","TAPI","HY",69,12.6,8
"5047","TAPI","HY",68,14.5,8
"5048","TAPI","HY",69,13.2,8
"5049","TAPI","HY",69,13.4,8
"5050","TAPI","HY",72,14.8,8
"5051","TAPI","HY",69,14.8,8
"5052","TAPI","HY",71,12.4,8
"5053","TAPI","HY",70,12,8
"5054","TAPI","HY",70,13.2,8
"5055","TAPI","HY",76,13.5,8
"5056","TAPI","HY",68,12.6,8
"5057","TAPI","HY",73,13.6,8
"5058","TAPI","HY",74,12.8,8
"5059","TAPI","HY",69,12.6,8
"5060","TAPI","HY",72,12.7,8
"5061","TAPI","HY",74,12.9,8
"5062","TAPI","HY",68,12.6,8
"5063","TAPI","HY",71,13.4,8
"5064","TAPI","HY",68,13.2,8
"5065","TAPI","HY",70,13.3,8
"5066","TAPI","HY",71,12.9,8
"5067","TAPI","HY",71,11.1,8
"5068","TAPI","HY",72,13.1,8
"5069","TAPI","HY",69,13.2,8
"5070","TAPI","HY",72,12.8,8
"5071","TAPI","HY",69,11.8,8
"5072","TAPI","HY",70,12.3,8
"5073","TAPI","HY",71,12.5,8
"5074","TAPI","HY",68,12.6,8
"5075","TAPI","HY",69,13.8,8
"5076","TAPI","HY",71,12.5,8
"5077","TAPI","HY",70,12.6,8
"5078","TAPI","HY",69,13.8,8
"5079","TAPI","HY",69,12.5,8
"5080","TAPI","HY",72,13.1,8
"5081","TAPI","HY",71,12.1,8
"5082","TAPI","HY",72,13.3,8
"5083","TAPI","HY",70,11.5,8
"5084","TAPI","HY",70,12.5,8
"5085","TAPI","HY",73,13.5,8
"5086","TAPI","HY",73,13.5,8
"5087","TAPI","HY",70,13,8
"5088","TAPI","HY",73,NA,8
"5089","TAPI","HY",72,13.3,8
"5090","TAPI","HY",72,13.2,8
"5091","TAPI","HY",73,13.4,8
"5092","TAPI","HY",71,13.2,8
"5093","TAPI","HY",71,13.7,8
"5094","TAPI","HY",69,13.4,8
"5095","TAPI","HY",69,12.8,8
"5096","TAPI","HY",72,12.7,8
"5097","TAPI","HY",73,12.6,8
"5098","TAPI","HY",71,13.2,8
"5099","TAPI","HY",68,13.1,8
"5100","TAPI","HY",70,13,8
"5101","TAPI","HY",71,13.4,8
"5102","TAPI","HY",72,12.8,8
"5103","TAPI","HY",70,12.9,8
"5104","TAPI","HY",71,NA,8
"5105","TAPI","HY",69,13.1,8
"5106","TAPI","HY",73,14.1,8
"5107","TAPI","AHY",73,12.8,8
"5108","TAPI","HY",75,12.8,8
"5109","TAPI","HY",71,13.3,8
"5110","TAPI","HY",71,11.6,8
"5111","TAPI","HY",72,14.1,8
"5112","TAPI","HY",70,13,8
"5113","TAPI","HY",68,12.1,8
"5114","TAPI","HY",72,14,8
"5115","TAPI","HY",72,12.9,8
"5116","TAPI","HY",67,12.7,8
"5117","TAPI","HY",73,13.5,8
"5118","TAPI","HY",72,14,8
"5119","TAPI","HY",72,NA,8
"5120","TAPI","HY",69,11.9,8
"5121","TAPI","HY",72,12.7,8
"5122","TAPI","HY",70,13.4,8
"5123","TAPI","HY",73,13.3,8
"5124","TAPI","HY",68,13.2,8
"5125","TAPI","HY",71,12.8,8
"5126","TAPI","HY",74,13.4,8
"5127","TAPI","HY",70,13.7,8
"5128","TAPI","HY",69,13.2,8
"5129","TAPI","HY",70,12.5,8
"5130","TAPI","HY",69,12.7,8
"5131","TAPI","HY",71,12.4,8
"5132","TAPI","HY",73,12.8,8
"5133","TAPI","HY",70,12.9,8
"5134","TAPI","HY",70,11.3,8
"5135","TAPI","HY",71,13,8
"5136","TAPI","HY",73,12.8,8
"5137","TAPI","HY",70,12,8
"5138","TAPI","HY",69,12.7,8
"5139","TAPI","HY",73,13.4,8
"5140","TAPI","HY",74,12.6,8
"5141","TAPI","HY",71,13.1,8
"5142","TAPI","HY",72,12,8
"5143","TAPI","HY",71,12.1,8
"5144","TAPI","HY",71,13.4,8
"5145","TAPI","HY",68,12.8,8
"5146","TAPI","HY",69,12,8
"5147","TAPI","HY",73,12.7,8
"5148","TAPI","HY",70,13,8
"5149","TAPI","HY",69,12.3,8
"5150","TAPI","HY",71,11.9,8
"5151","TAPI","HY",69,12.8,8
"5152","TAPI","HY",71,10.8,8
"5153","TAPI","HY",72,12.6,8
"5154","TAPI","HY",73,12.1,8
"5155","TAPI","AHY",75,13.9,8
"5156","TAPI","HY",75,14,8
"5157","TAPI","AHY",73,11.8,8
"5158","TAPI","HY",70,12.7,8
"5159","TAPI","HY",71,12.9,8
"5160","TAPI","HY",71,12.7,8
"5161","TAPI","HY",70,11.5,8
"5162","TAPI","HY",70,12.4,8
"5163","TAPI","HY",67,11.5,8
"5164","TAPI","HY",70,12.9,8
"5165","TAPI","HY",71,12.3,8
"5166","TAPI","AHY",77,13.2,8
"5167","TAPI","HY",73,13.5,8
"5168","TAPI","HY",73,13.1,8
"5169","TAPI","HY",71,12.4,8
"5170","TAPI","HY",70,12,8
"5171","TAPI","HY",70,13,8
"5172","TAPI","HY",72,12.1,8
"5173","TAPI","HY",73,12.6,8
"5174","TAPI","HY",68,12.1,8
"5175","TAPI","HY",71,12.8,8
"5176","TAPI","HY",73,14.3,8
"5177","TAPI","HY",69,12.2,8
"5178","TAPI","HY",68,12,8
"5179","TAPI","HY",73,12.4,8
"5180","TAPI","HY",73,13.7,8
"5181","TAPI","HY",70,13.1,8
"5182","TAPI","HY",71,14,8
"5183","TAPI","HY",70,12.1,8
"5184","TAPI","HY",73,13.2,8
"5185","TAPI","HY",73,12.8,8
"5186","TAPI","HY",71,12.1,8
"5187","TAPI","HY",72,12.3,8
"5188","TAPI","HY",67,13.1,8
"5189","TAPI","HY",71,10.8,8
"5190","TAPI","HY",72,13.3,8
"5191","TAPI","HY",70,13.1,8
"5192","TAPI","HY",73,12.4,8
"5193","TAPI","HY",74,13.4,8
"5194","TAPI","HY",72,14.1,8
"5195","TAPI","HY",69,13.9,8
"5196","TAPI","HY",74,12.9,8
"5197","TAPI","HY",69,12.2,8
"5198","TAPI","HY",70,12.8,8
"5199","TAPI","HY",73,12.6,8
"5200","TAPI","HY",69,12.8,8
"5201","TAPI","HY",72,14,8
"5202","TAPI","HY",73,12.3,8
"5203","TAPI","HY",73,12.9,8
"5204","TAPI","HY",71,12.7,8
"5205","TAPI","HY",73,13.1,8
"5206","TAPI","HY",73,12.5,8
"5207","TAPI","HY",74,13.3,8
"5208","TAPI","HY",70,13,8
"5209","TAPI","HY",74,12.8,8
"5210","TAPI","HY",71,14.3,8
"5211","TAPI","HY",72,13.5,8
"5212","TAPI","HY",67,12.4,8
"5213","TAPI","HY",70,11.6,8
"5214","TAPI","HY",71,12.5,8
"5215","TAPI","HY",69,12.3,8
"5216","TAPI","HY",69,12.8,8
"5217","TAPI","HY",74,12.6,8
"5218","TAPI","HY",74,13.1,8
"5219","TAPI","HY",69,12.5,8
"5220","TAPI","HY",69,11.6,8
"5221","TAPI","HY",70,13.8,8
"5222","TAPI","HY",71,12.4,8
"5223","TAPI","HY",71,13.2,8
"5224","TAPI","HY",72,12.1,8
"5225","TAPI","HY",71,13.6,8
"5226","TAPI","HY",74,13.6,8
"5227","TAPI","HY",72,12.5,8
"5228","TAPI","HY",70,12.7,8
"5229","TAPI","HY",73,13.3,8
"5230","TAPI","AHY",74,11.3,8
"5231","TAPI","HY",71,13,8
"5232","TAPI","HY",73,13.4,8
"5233","TAPI","HY",74,14.1,8
"5234","TAPI","HY",68,12.3,8
"5235","TAPI","HY",72,12.7,8
"5236","TAPI","HY",68,11.8,8
"5237","TAPI","HY",74,12.8,8
"5238","TAPI","HY",71,12.1,8
"5239","TAPI","HY",73,12.2,8
"5240","TAPI","HY",70,12.2,8
"5241","TAPI","HY",72,12.8,8
"5242","TAPI","HY",69,13.2,8
"5243","TAPI","HY",73,14.3,8
"5244","TAPI","HY",72,13.1,8
"5245","TAPI","HY",72,12.9,8
"5246","TAPI","HY",72,12.9,8
"5247","TAPI","HY",72,12.5,8
"5248","TAPI","AHY",72,13.3,8
"5249","TAPI","HY",72,12.1,8
"5250","TAPI","HY",74,13.9,8
"5251","TAPI","HY",71,11.9,8
"5252","TAPI","HY",72,12.5,8
"5253","TAPI","HY",71,11.5,8
"5254","TAPI","HY",69,12.7,8
"5255","TAPI","HY",72,12.6,8
"5256","TAPI","HY",69,12.3,8
"5257","TAPI","HY",70,12.8,8
"5258","TAPI","HY",74,12.8,8
"5259","TAPI","HY",70,13.6,8
"5260","TAPI","HY",72,13.2,8
"5261","TAPI","HY",69,12.7,8
"5262","TAPI","HY",71,12.2,8
"5263","TAPI","HY",69,11.9,8
"5264","TAPI","HY",71,13.1,8
"5265","TAPI","HY",75,14,8
"5266","TAPI","HY",71,12.9,8
"5267","TAPI","HY",74,12.2,8
"5268","TAPI","HY",72,12.8,8
"5269","TAPI","HY",74,12.8,8
"5270","TAPI","HY",69,12.7,8
"5271","TAPI","HY",71,13.6,8
"5272","TAPI","HY",73,12.5,8
"5273","TAPI","HY",74,12.8,8
"5274","TAPI","HY",72,12.7,8
"5275","TAPI","HY",73,12.8,8
"5276","TAPI","HY",72,13.3,8
"5277","TAPI","HY",70,11.2,8
"5278","TAPI","AHY",69,11.8,8
"5279","TAPI","HY",69,13.1,8
"5280","TAPI","HY",73,NA,8
"5281","TAPI","HY",73,12.2,8
"5282","TAPI","HY",69,11.7,8
"5283","TAPI","HY",73,13.7,8
"5284","TAPI","HY",70,12.7,8
"5285","TAPI","HY",72,12.9,8
"5286","TAPI","HY",73,13.7,8
"5287","TAPI","HY",70,12,8
"5288","TAPI","HY",72,13.2,8
"5289","TAPI","HY",73,13,8
"5290","TAPI","HY",71,13.7,8
"5291","TAPI","HY",71,12.9,8
"5292","TAPI","HY",72,12.9,8
"5293","TAPI","HY",69,13,8
"5294","TAPI","HY",74,13,8
"5295","TAPI","HY",73,13.4,8
"5296","TAPI","HY",72,12.5,8
"5297","TAPI","HY",69,14.3,8
"5298","TAPI","HY",70,12.2,8
"5299","TAPI","HY",73,12.8,8
"5300","TAPI","HY",69,12.9,8
"5301","TAPI","HY",71,13.2,8
"5302","TAPI","HY",72,12.5,8
"5303","TAPI","HY",71,13.1,8
"5304","TAPI","HY",72,12.8,8
"5305","TAPI","HY",73,12.6,8
"5306","TAPI","HY",71,12.6,8
"5307","TAPI","HY",72,13.4,8
"5308","TAPI","HY",72,13.3,8
"5309","TAPI","HY",71,13,8
"5310","TAPI","HY",74,14,8
"5311","TAPI","HY",71,12.4,8
"5312","TAPI","HY",76,14.2,8
"5313","TAPI","AHY",73,13.2,8
"5314","TAPI","HY",72,13.4,8
"5315","TAPI","HY",70,12.3,8
"5316","TAPI","HY",72,13.8,8
"5317","TAPI","AHY",74,14.1,8
"5318","TAPI","HY",72,15.3,8
"5319","TAPI","HY",74,12.9,8
"5320","TAPI","HY",72,14.4,8
"5321","TAPI","HY",72,13.1,8
"5322","TAPI","HY",73,13.2,8
"5323","TAPI","HY",71,12.2,8
"5324","TAPI","HY",71,12.8,8
"5325","TAPI","HY",74,13.4,8
"5326","TAPI","HY",72,12.6,8
"5327","TAPI","HY",74,12.6,8
"5328","TAPI","HY",74,11.5,8
"5329","TAPI","HY",70,12.2,8
"5330","TAPI","HY",70,13.9,8
"5331","TAPI","HY",73,13.9,8
"5332","TAPI","HY",69,12.7,8
"5333","TAPI","HY",68,12.5,8
"5334","TAPI","HY",71,12.9,8
"5335","TAPI","HY",73,14.2,8
"5336","TAPI","HY",73,14.4,8
"5337","TAPI","HY",73,11.9,8
"5338","TAPI","HY",69,13.6,8
"5339","TAPI","HY",74,12.6,8
"5340","TAPI","AHY",73,13.1,8
"5341","TAPI","HY",73,13.9,8
"5342","TAPI","HY",74,13.6,8
"5343","TAPI","HY",72,14.1,8
"5344","TAPI","HY",74,14.2,8
"5345","TAPI","HY",68,13.1,8
"5346","TAPI","HY",69,12.9,8
"5347","TAPI","HY",74,13.6,8
"5348","TAPI","HY",73,12.6,8
"5349","TAPI","HY",73,13,8
"5350","TAPI","HY",71,12.6,8
"5351","TAPI","HY",74,14,8
"5352","TAPI","HY",73,12.2,8
"5353","TAPI","HY",72,13.2,8
"5354","TAPI","HY",73,12.8,8
"5355","TAPI","HY",72,13.3,8
"5356","TAPI","HY",71,11.9,8
"5357","TAPI","HY",72,13.5,8
"5358","TAPI","HY",73,12.9,8
"5359","TAPI","HY",72,12.7,8
"5360","TAPI","HY",70,12.4,8
"5361","TAPI","HY",72,12.4,8
"5362","TAPI","HY",70,13.7,8
"5363","TAPI","HY",71,13.8,8
"5364","TAPI","HY",72,12.1,8
"5365","TAPI","AHY",73,12.4,8
"5366","TAPI","HY",72,11.9,8
"5367","TAPI","HY",69,11.7,8
"5368","TAPI","HY",70,11.8,8
"5369","TAPI","HY",72,12.9,8
"5370","TAPI","AHY",72,14.5,8
"5371","TAPI","AHY",72,13.3,8
"5372","TAPI","AHY",72,14,8
"5373","TAPI","HY",72,NA,8
"5374","TAPI","HY",73,13.1,8
"5375","TAPI","HY",71,12,8
"5376","TAPI","HY",69,12,8
"5377","TAPI","HY",69,13.8,8
"5378","TAPI","HY",71,NA,8
"5379","TAPI","HY",68,13.7,8
"5380","TAPI","HY",70,11.9,8
"5381","TAPI","HY",71,NA,8
"5382","TAPI","HY",71,12.8,8
"5383","TAPI","HY",69,12.8,8
"5384","TAPI","AHY",74,13,8
"5385","TAPI","HY",70,11.7,8
"5386","TAPI","HY",73,12.7,8
"5387","TAPI","HY",73,12.6,8
"5388","TAPI","HY",70,11.7,8
"5389","TAPI","HY",75,12.3,8
"5390","TAPI","HY",70,12.2,8
"5391","TAPI","HY",69,12.6,8
"5392","TAPI","HY",73,13.8,8
"5393","TAPI","HY",73,12.6,8
"5394","TAPI","HY",69,11.5,8
"5395","TAPI","HY",71,13.4,8
"5396","TAPI","HY",73,12.3,8
"5397","TAPI","AHY",71,13.1,8
"5398","TAPI","HY",75,12.6,8
"5399","TAPI","HY",68,11.6,8
"5400","TAPI","HY",69,11.9,8
"5401","TAPI","HY",73,12,8
"5402","SIFL","AHY",73,13.5,8
"5403","TAPI","HY",72,11.6,8
"5404","TAPI","HY",69,12,8
"5405","TAPI","HY",69,12.5,8
"5406","TAPI","HY",69,12.2,8
"5407","TAPI","HY",69,13.4,8
"5408","TAPI","HY",70,13.2,8
"5409","TAPI","HY",71,12,8
"5410","TAPI","HY",70,11.5,8
"5411","TAPI","HY",68,11.8,8
"5412","TAPI","HY",71,13.3,8
"5413","TAPI","HY",71,12.7,8
"5414","TAPI","HY",72,12.7,8
"5415","TAPI","AHY",72,13.5,8
"5416","TAPI","HY",73,12.7,8
"5417","TAPI","HY",72,13.1,8
"5418","TAPI","HY",72,13.1,8
"5419","TAPI","HY",73,13.4,8
"5420","TAPI","HY",72,12,8
"5421","TAPI","HY",69,12.5,8
"5422","TAPI","HY",71,13.6,8
"5423","TAPI","HY",72,14.4,8
"5424","TAPI","AHY",69,12.8,8
"5425","TAPI","HY",72,12.1,8
"5426","TAPI","HY",71,13.3,8
"5427","TAPI","HY",72,12.1,8
"5428","TAPI","HY",71,13.6,8
"5429","TAPI","HY",73,13.7,8
"5430","TAPI","HY",72,12.1,8
"5431","TAPI","HY",72,13.3,8
"5432","TAPI","HY",73,13,8
"5433","TAPI","HY",70,13.1,8
"5434","TAPI","HY",72,13.9,8
"5435","TAPI","HY",73,12.2,8
"5436","TAPI","HY",69,13.2,8
"5437","TAPI","HY",73,12.9,8
"5438","TAPI","HY",70,12.7,8
"5439","TAPI","HY",74,13.5,8
"5440","TAPI","HY",71,12.6,8
"5441","TAPI","HY",70,13.5,8
"5442","TAPI","HY",73,13.5,8
"5443","TAPI","HY",72,12.3,8
"5444","TAPI","HY",74,12.2,8
"5445","TAPI","HY",69,13.4,8
"5446","TAPI","HY",68,13,8
"5447","TAPI","HY",71,13.1,8
"5448","TAPI","HY",69,12.8,8
"5449","TAPI","AHY",70,12.4,8
"5450","TAPI","HY",72,13.1,8
"5451","TAPI","HY",72,13.6,8
"5452","TAPI","HY",72,12.6,8
"5453","TAPI","HY",72,13.3,8
"5454","TAPI","HY",68,12.7,8
"5455","TAPI","HY",68,12.4,8
"5456","TAPI","HY",74,13.1,8
"5457","TAPI","HY",68,12.2,8
"5458","TAPI","HY",71,12.9,8
"5459","TAPI","HY",73,12.3,8
"5460","SIFL","AHY",72,12.5,8
"5461","TAPI","HY",72,13.4,8
"5462","TAPI","HY",71,12.2,8
"5463","TAPI","HY",72,13.3,8
"5464","TAPI","HY",71,NA,8
"5465","TAPI","HY",69,13.1,8
"5466","TAPI","HY",72,12.4,8
"5467","TAPI","HY",71,12.1,8
"5468","TAPI","HY",71,11.6,8
"5469","TAPI","AHY",70,12.2,8
"5470","TAPI","HY",75,13,8
"5471","TAPI","HY",72,13.5,8
"5472","TAPI","AHY",73,12.9,8
"5473","TAPI","HY",73,12.8,8
"5474","TAPI","HY",74,13,8
"5475","TAPI","HY",70,14,8
"5476","TAPI","HY",70,13.1,8
"5477","TAPI","AHY",69,12.3,8
"5478","TAPI","HY",74,11.8,8
"5479","TAPI","HY",70,13.1,8
"5480","TAPI","HY",73,13.7,8
"5481","TAPI","HY",70,11.9,8
"5482","TAPI","HY",73,13.9,8
"5483","TAPI","HY",71,12.8,8
"5484","TAPI","HY",69,13.2,8
"5485","TAPI","HY",73,13.8,8
"5486","TAPI","AHY",74,13.2,8
"5487","TAPI","HY",69,13.3,8
"5488","TAPI","HY",68,13,8
"5489","TAPI","HY",69,12.3,8
"5490","TAPI","HY",69,12.1,8
"5491","TAPI","HY",72,13.5,8
